source,target,weight,type
259,126,2.0,chemical
259,13,1.0,chemical
259,138,5.0,chemical
259,171,1.0,chemical
259,178,1.0,chemical
26,191,1.0,chemical
260,124,1.0,chemical
260,138,7.0,chemical
260,168,6.0,chemical
260,173,8.0,chemical
260,178,1.0,chemical
260,185,1.0,chemical
260,259,1.0,chemical
261,192,2.0,chemical
262,118,4.0,chemical
262,13,5.0,chemical
262,138,5.0,chemical
262,143,2.0,chemical
262,173,1.0,chemical
262,186,5.0,chemical
263,234,15.0,chemical
263,45,18.0,chemical
264,234,6.0,chemical
264,276,15.0,chemical
264,45,18.0,chemical
265,276,15.0,chemical
265,45,18.0,chemical
266,276,6.0,chemical
266,277,15.0,chemical
266,45,18.0,chemical
267,277,15.0,chemical
267,45,18.0,chemical
268,277,6.0,chemical
268,278,15.0,chemical
268,45,18.0,chemical
269,45,25.0,chemical
27,23,3.0,chemical
27,45,9.0,chemical
27,50,1.0,chemical
27,52,1.0,chemical
27,65,2.0,chemical
270,45,25.0,chemical
271,270,2.0,chemical
271,272,16.0,chemical
271,45,15.0,chemical
272,45,25.0,chemical
273,165,1.0,chemical
273,272,2.0,chemical
273,274,16.0,chemical
273,45,15.0,chemical
274,45,25.0,chemical
275,269,16.0,chemical
275,274,2.0,chemical
275,45,15.0,chemical
276,163,2.0,chemical
276,235,1.0,chemical
276,270,1.0,chemical
276,45,29.0,chemical
277,165,2.0,chemical
277,272,1.0,chemical
277,274,1.0,chemical
277,45,29.0,chemical
278,166,2.0,chemical
278,250,1.0,chemical
278,269,1.0,chemical
278,45,29.0,chemical
279,269,7.0,chemical
279,270,1.0,chemical
279,272,9.0,chemical
279,274,22.0,chemical
279,275,1.0,chemical
279,278,4.0,chemical
279,45,22.0,chemical
279,98,9.0,chemical
28,21,2.0,chemical
28,22,4.0,chemical
28,29,1.0,chemical
28,30,2.0,chemical
28,31,1.0,chemical
28,32,5.0,chemical
28,33,3.0,chemical
28,34,1.0,chemical
28,35,1.0,chemical
28,36,2.0,chemical
28,37,2.0,chemical
28,38,2.0,chemical
28,39,1.0,chemical
28,4,4.0,chemical
28,40,1.0,chemical
280,247,1.0,chemical
280,277,8.0,chemical
280,45,10.0,chemical
281,278,6.0,chemical
281,45,18.0,chemical
281,98,15.0,chemical
282,278,15.0,chemical
282,45,18.0,chemical
283,143,1.0,chemical
283,201,1.0,chemical
283,220,1.0,chemical
283,239,1.0,chemical
283,45,4.0,chemical
284,194,2.0,chemical
284,196,2.0,chemical
284,200,1.0,chemical
284,203,1.0,chemical
284,245,2.0,chemical
284,277,2.0,chemical
284,45,8.0,chemical
285,143,1.0,chemical
285,146,1.0,chemical
285,184,1.0,chemical
285,188,1.0,chemical
285,222,1.0,chemical
285,228,1.0,chemical
285,234,1.0,chemical
285,245,1.0,chemical
285,250,1.0,chemical
285,269,1.0,chemical
285,272,1.0,chemical
285,274,1.0,chemical
285,276,1.0,chemical
285,277,1.0,chemical
285,278,1.0,chemical
285,45,11.0,chemical
286,45,1.0,chemical
287,45,1.0,chemical
288,45,1.0,chemical
289,45,1.0,chemical
29,115,2.0,chemical
29,123,10.0,chemical
290,45,1.0,chemical
291,45,1.0,chemical
292,45,1.0,chemical
293,45,1.0,chemical
294,45,1.0,chemical
295,45,1.0,chemical
296,191,1.0,chemical
297,191,1.0,chemical
3,119,2.0,chemical
3,126,28.0,chemical
3,13,3.0,chemical
3,152,1.0,chemical
3,153,4.0,chemical
3,154,9.0,chemical
3,155,3.0,chemical
3,156,2.0,chemical
3,157,2.0,chemical
3,158,4.0,chemical
3,159,2.0,chemical
3,160,4.0,chemical
3,161,4.0,chemical
3,162,9.0,chemical
3,163,12.0,chemical
3,164,9.0,chemical
3,165,2.0,chemical
3,166,7.0,chemical
3,167,14.0,chemical
3,168,5.0,chemical
3,169,2.0,chemical
3,170,2.0,chemical
3,174,1.0,chemical
3,176,10.0,chemical
3,177,14.0,chemical
3,178,2.0,chemical
3,179,3.0,chemical
3,180,4.0,chemical
3,181,4.0,chemical
3,182,6.0,chemical
3,183,4.0,chemical
3,184,2.0,chemical
3,185,5.0,chemical
3,186,2.0,chemical
3,187,2.0,chemical
3,5,4.0,chemical
3,68,1.0,chemical
3,87,2.0,chemical
3,9,1.0,chemical
30,31,1.0,chemical
30,34,8.0,chemical
30,36,11.0,chemical
30,45,10.0,chemical
30,51,1.0,chemical
31,30,5.0,chemical
31,33,2.0,chemical
31,34,14.0,chemical
31,39,3.0,chemical
31,50,2.0,chemical
31,52,3.0,chemical
31,53,1.0,chemical
31,60,4.0,chemical
31,65,3.0,chemical
31,7,2.0,chemical
32,28,6.0,chemical
32,30,1.0,chemical
32,36,10.0,chemical
32,4,14.0,chemical
32,46,3.0,chemical
32,47,3.0,chemical
32,48,2.0,chemical
32,49,1.0,chemical
32,5,1.0,chemical
32,50,2.0,chemical
32,59,2.0,chemical
32,67,1.0,chemical
32,74,1.0,chemical
32,75,1.0,chemical
32,76,3.0,chemical
32,78,3.0,chemical
32,8,10.0,chemical
33,22,1.0,chemical
33,30,1.0,chemical
33,31,1.0,chemical
33,34,1.0,chemical
33,44,3.0,chemical
33,50,1.0,chemical
33,60,1.0,chemical
33,82,3.0,chemical
34,69,2.0,chemical
35,113,1.0,chemical
35,14,1.0,chemical
35,38,3.0,chemical
35,44,1.0,chemical
35,45,4.0,chemical
35,48,2.0,chemical
35,7,1.0,chemical
35,73,3.0,chemical
35,75,1.0,chemical
36,44,10.0,chemical
36,45,10.0,chemical
37,45,7.0,chemical
37,50,1.0,chemical
37,94,1.0,chemical
38,191,1.0,chemical
39,34,4.0,chemical
39,44,1.0,chemical
39,45,9.0,chemical
39,50,2.0,chemical
39,51,1.0,chemical
39,65,2.0,chemical
4,118,1.0,chemical
4,126,1.0,chemical
4,13,44.0,chemical
4,152,5.0,chemical
4,155,2.0,chemical
4,156,1.0,chemical
4,160,12.0,chemical
4,161,6.0,chemical
4,162,4.0,chemical
4,163,1.0,chemical
4,169,2.0,chemical
4,174,8.0,chemical
4,179,2.0,chemical
4,180,5.0,chemical
4,181,1.0,chemical
4,183,1.0,chemical
4,187,17.0,chemical
4,190,1.0,chemical
4,196,1.0,chemical
4,197,6.0,chemical
4,198,1.0,chemical
41,23,3.0,chemical
41,42,1.0,chemical
41,43,1.0,chemical
41,44,6.0,chemical
41,45,4.0,chemical
42,24,3.0,chemical
42,41,1.0,chemical
42,44,4.0,chemical
42,45,10.0,chemical
42,47,2.0,chemical
42,48,1.0,chemical
42,49,3.0,chemical
42,5,2.0,chemical
42,50,1.0,chemical
43,120,2.0,chemical
43,138,1.0,chemical
43,168,1.0,chemical
43,169,1.0,chemical
43,173,1.0,chemical
43,174,1.0,chemical
43,18,1.0,chemical
43,186,1.0,chemical
43,219,1.0,chemical
43,23,4.0,chemical
43,233,1.0,chemical
43,30,1.0,chemical
43,34,3.0,chemical
43,41,1.0,chemical
43,46,1.0,chemical
43,85,4.0,chemical
43,87,3.0,chemical
43,99,2.0,chemical
44,24,1.0,chemical
44,36,6.0,chemical
44,45,7.0,chemical
44,7,1.0,chemical
46,34,7.0,chemical
46,45,8.0,chemical
46,47,8.0,chemical
47,24,10.0,chemical
47,45,9.0,chemical
47,80,1.0,chemical
48,14,5.0,chemical
48,215,1.0,chemical
48,32,1.0,chemical
48,36,1.0,chemical
48,45,11.0,chemical
48,49,2.0,chemical
48,7,3.0,chemical
49,14,5.0,chemical
49,214,1.0,chemical
49,24,1.0,chemical
49,45,4.0,chemical
49,48,1.0,chemical
49,7,7.0,chemical
5,119,1.0,chemical
5,152,5.0,chemical
5,155,2.0,chemical
5,156,1.0,chemical
5,160,12.0,chemical
5,161,6.0,chemical
5,162,4.0,chemical
5,163,1.0,chemical
5,169,2.0,chemical
5,173,1.0,chemical
5,174,8.0,chemical
5,175,17.0,chemical
5,179,2.0,chemical
5,180,5.0,chemical
5,181,1.0,chemical
5,183,1.0,chemical
5,190,1.0,chemical
5,196,1.0,chemical
5,197,6.0,chemical
5,198,1.0,chemical
5,3,44.0,chemical
50,45,14.0,chemical
51,24,3.0,chemical
51,36,4.0,chemical
51,4,1.0,chemical
51,44,1.0,chemical
51,45,12.0,chemical
51,46,1.0,chemical
51,47,4.0,chemical
51,48,4.0,chemical
51,49,1.0,chemical
51,52,2.0,chemical
51,53,1.0,chemical
52,45,11.0,chemical
53,10,2.0,chemical
53,100,4.0,chemical
53,22,1.0,chemical
53,33,1.0,chemical
53,34,3.0,chemical
53,38,1.0,chemical
53,49,1.0,chemical
53,5,1.0,chemical
53,7,4.0,chemical
53,85,1.0,chemical
53,87,1.0,chemical
54,14,1.0,chemical
54,15,2.0,chemical
54,18,1.0,chemical
54,24,4.0,chemical
54,47,2.0,chemical
54,5,5.0,chemical
54,60,1.0,chemical
54,76,4.0,chemical
54,79,1.0,chemical
54,87,1.0,chemical
54,91,1.0,chemical
55,12,1.0,chemical
55,15,1.0,chemical
55,23,9.0,chemical
55,41,7.0,chemical
55,50,4.0,chemical
55,52,4.0,chemical
55,56,2.0,chemical
55,57,3.0,chemical
56,22,1.0,chemical
56,36,4.0,chemical
56,79,3.0,chemical
57,23,3.0,chemical
57,36,1.0,chemical
57,41,2.0,chemical
57,45,6.0,chemical
57,52,1.0,chemical
58,22,1.0,chemical
58,34,12.0,chemical
58,46,7.0,chemical
58,50,2.0,chemical
58,52,3.0,chemical
58,59,1.0,chemical
58,60,1.0,chemical
58,61,1.0,chemical
58,62,3.0,chemical
59,21,4.0,chemical
59,22,2.0,chemical
59,24,1.0,chemical
59,25,4.0,chemical
59,32,6.0,chemical
59,4,5.0,chemical
59,46,5.0,chemical
59,47,2.0,chemical
59,51,1.0,chemical
59,62,1.0,chemical
59,69,5.0,chemical
59,70,2.0,chemical
59,8,1.0,chemical
59,83,1.0,chemical
59,86,1.0,chemical
59,88,1.0,chemical
59,89,1.0,chemical
59,96,1.0,chemical
6,11,1.0,chemical
6,12,1.0,chemical
6,13,3.0,chemical
6,14,4.0,chemical
6,15,4.0,chemical
6,4,4.0,chemical
6,9,7.0,chemical
60,100,1.0,chemical
60,103,5.0,chemical
60,106,1.0,chemical
60,109,4.0,chemical
60,14,12.0,chemical
60,15,5.0,chemical
60,16,1.0,chemical
60,20,3.0,chemical
60,23,5.0,chemical
60,28,2.0,chemical
60,33,7.0,chemical
60,34,5.0,chemical
60,40,1.0,chemical
60,50,1.0,chemical
60,56,3.0,chemical
60,59,1.0,chemical
60,6,1.0,chemical
60,65,1.0,chemical
60,67,1.0,chemical
60,69,3.0,chemical
60,7,9.0,chemical
60,72,1.0,chemical
60,8,4.0,chemical
60,92,1.0,chemical
61,15,1.0,chemical
61,45,10.0,chemical
61,8,1.0,chemical
62,34,3.0,chemical
62,45,6.0,chemical
62,47,1.0,chemical
62,50,1.0,chemical
62,61,1.0,chemical
62,83,1.0,chemical
63,20,8.0,chemical
63,21,1.0,chemical
63,4,1.0,chemical
63,42,1.0,chemical
63,48,3.0,chemical
63,49,1.0,chemical
63,50,2.0,chemical
63,56,6.0,chemical
63,60,9.0,chemical
63,64,2.0,chemical
63,65,2.0,chemical
63,66,2.0,chemical
64,10,6.0,chemical
64,102,1.0,chemical
64,13,2.0,chemical
64,130,2.0,chemical
64,14,1.0,chemical
64,19,2.0,chemical
64,210,1.0,chemical
64,216,1.0,chemical
64,226,1.0,chemical
64,25,1.0,chemical
64,3,3.0,chemical
64,35,1.0,chemical
64,4,1.0,chemical
64,42,1.0,chemical
64,48,2.0,chemical
64,60,2.0,chemical
64,63,2.0,chemical
64,72,1.0,chemical
64,82,1.0,chemical
64,84,1.0,chemical
64,86,1.0,chemical
64,9,5.0,chemical
64,94,3.0,chemical
64,95,1.0,chemical
65,45,5.0,chemical
65,75,1.0,chemical
66,12,7.0,chemical
66,14,8.0,chemical
66,21,1.0,chemical
66,4,3.0,chemical
66,85,2.0,chemical
66,9,2.0,chemical
66,99,2.0,chemical
67,32,2.0,chemical
67,33,7.0,chemical
67,39,1.0,chemical
67,48,1.0,chemical
67,51,1.0,chemical
67,52,2.0,chemical
67,60,5.0,chemical
67,65,1.0,chemical
67,68,2.0,chemical
67,69,1.0,chemical
67,70,1.0,chemical
68,10,4.0,chemical
68,107,1.0,chemical
68,119,1.0,chemical
68,13,5.0,chemical
68,130,1.0,chemical
68,213,1.0,chemical
68,219,1.0,chemical
68,225,2.0,chemical
68,3,1.0,chemical
68,32,2.0,chemical
68,49,2.0,chemical
68,5,1.0,chemical
68,59,1.0,chemical
68,60,1.0,chemical
68,64,2.0,chemical
68,88,2.0,chemical
68,9,7.0,chemical
68,99,1.0,chemical
69,21,1.0,chemical
69,22,1.0,chemical
69,24,3.0,chemical
69,37,1.0,chemical
69,80,2.0,chemical
7,24,12.0,chemical
7,26,1.0,chemical
7,28,1.0,chemical
7,35,2.0,chemical
7,36,8.0,chemical
7,44,4.0,chemical
7,47,9.0,chemical
7,48,5.0,chemical
7,49,7.0,chemical
7,51,1.0,chemical
7,73,1.0,chemical
7,74,6.0,chemical
7,75,10.0,chemical
7,76,7.0,chemical
7,78,13.0,chemical
7,89,1.0,chemical
7,95,1.0,chemical
70,22,1.0,chemical
70,38,1.0,chemical
70,48,1.0,chemical
70,49,1.0,chemical
70,51,3.0,chemical
70,53,7.0,chemical
70,59,1.0,chemical
70,67,1.0,chemical
70,87,1.0,chemical
70,88,1.0,chemical
70,89,1.0,chemical
70,90,1.0,chemical
71,14,1.0,chemical
71,18,6.0,chemical
71,20,1.0,chemical
71,23,11.0,chemical
71,27,4.0,chemical
71,50,5.0,chemical
71,52,2.0,chemical
71,6,1.0,chemical
71,60,2.0,chemical
71,65,1.0,chemical
72,15,2.0,chemical
72,19,2.0,chemical
72,21,1.0,chemical
72,22,3.0,chemical
72,23,2.0,chemical
72,37,4.0,chemical
72,41,4.0,chemical
72,42,1.0,chemical
72,44,3.0,chemical
72,5,5.0,chemical
72,56,6.0,chemical
72,57,2.0,chemical
72,77,2.0,chemical
72,84,2.0,chemical
72,90,1.0,chemical
72,91,1.0,chemical
72,94,3.0,chemical
72,95,1.0,chemical
73,115,1.0,chemical
73,131,5.0,chemical
73,133,4.0,chemical
73,19,1.0,chemical
73,215,1.0,chemical
73,3,3.0,chemical
73,94,1.0,chemical
74,14,1.0,chemical
74,45,3.0,chemical
74,7,1.0,chemical
74,76,1.0,chemical
75,14,2.0,chemical
75,45,3.0,chemical
75,7,1.0,chemical
76,14,8.0,chemical
76,210,1.0,chemical
76,24,2.0,chemical
76,45,3.0,chemical
76,7,4.0,chemical
76,74,2.0,chemical
77,15,1.0,chemical
77,36,4.0,chemical
77,44,5.0,chemical
77,5,3.0,chemical
77,74,1.0,chemical
77,75,2.0,chemical
78,14,3.0,chemical
78,35,1.0,chemical
78,36,1.0,chemical
78,43,1.0,chemical
78,45,2.0,chemical
78,7,7.0,chemical
78,75,4.0,chemical
79,191,1.0,chemical
8,2,1.0,chemical
8,3,2.0,chemical
8,4,4.0,chemical
8,60,1.0,chemical
8,7,2.0,chemical
8,74,1.0,chemical
80,191,1.0,chemical
81,191,1.0,chemical
82,191,1.0,chemical
83,24,2.0,chemical
83,4,2.0,chemical
83,47,4.0,chemical
83,5,2.0,chemical
83,74,4.0,chemical
83,75,1.0,chemical
83,8,1.0,chemical
84,22,1.0,chemical
84,26,1.0,chemical
84,36,1.0,chemical
84,42,1.0,chemical
84,66,4.0,chemical
84,72,1.0,chemical
84,85,1.0,chemical
84,86,1.0,chemical
85,119,3.0,chemical
85,143,1.0,chemical
85,152,1.0,chemical
85,153,2.0,chemical
85,156,2.0,chemical
85,157,2.0,chemical
85,158,1.0,chemical
85,159,2.0,chemical
85,164,1.0,chemical
85,176,1.0,chemical
85,181,1.0,chemical
85,188,1.0,chemical
85,189,1.0,chemical
85,190,1.0,chemical
85,191,6.0,chemical
85,3,25.0,chemical
85,5,3.0,chemical
85,87,2.0,chemical
86,13,1.0,chemical
86,212,2.0,chemical
86,45,9.0,chemical
86,61,3.0,chemical
87,118,3.0,chemical
87,13,25.0,chemical
87,152,1.0,chemical
87,153,2.0,chemical
87,156,2.0,chemical
87,157,2.0,chemical
87,158,1.0,chemical
87,159,2.0,chemical
87,164,1.0,chemical
87,176,1.0,chemical
87,181,1.0,chemical
87,188,1.0,chemical
87,189,1.0,chemical
87,190,1.0,chemical
87,191,6.0,chemical
87,192,1.0,chemical
87,4,3.0,chemical
87,85,2.0,chemical
88,104,1.0,chemical
88,107,1.0,chemical
88,110,1.0,chemical
88,118,1.0,chemical
88,120,1.0,chemical
88,237,1.0,chemical
88,3,1.0,chemical
88,44,1.0,chemical
88,45,3.0,chemical
88,47,4.0,chemical
88,48,3.0,chemical
88,49,3.0,chemical
88,5,3.0,chemical
88,53,1.0,chemical
88,87,1.0,chemical
89,191,1.0,chemical
9,103,2.0,chemical
9,104,2.0,chemical
9,109,1.0,chemical
9,15,1.0,chemical
9,194,1.0,chemical
9,214,1.0,chemical
9,215,1.0,chemical
9,236,1.0,chemical
9,37,3.0,chemical
9,4,1.0,chemical
9,5,2.0,chemical
9,6,2.0,chemical
90,213,2.0,chemical
90,3,1.0,chemical
90,45,9.0,chemical
90,61,4.0,chemical
91,131,4.0,chemical
91,133,2.0,chemical
91,15,3.0,chemical
91,16,2.0,chemical
91,188,2.0,chemical
91,214,1.0,chemical
91,219,3.0,chemical
91,24,1.0,chemical
91,28,1.0,chemical
91,32,1.0,chemical
91,4,8.0,chemical
91,48,2.0,chemical
91,49,5.0,chemical
91,5,6.0,chemical
91,59,2.0,chemical
91,72,1.0,chemical
91,74,1.0,chemical
91,75,1.0,chemical
91,76,1.0,chemical
91,78,1.0,chemical
91,8,6.0,chemical
91,92,1.0,chemical
92,13,1.0,chemical
92,24,1.0,chemical
92,30,1.0,chemical
92,36,4.0,chemical
92,4,6.0,chemical
92,44,3.0,chemical
92,7,1.0,chemical
92,78,3.0,chemical
92,79,1.0,chemical
92,8,1.0,chemical
92,80,1.0,chemical
93,4,2.0,chemical
93,40,3.0,chemical
93,49,1.0,chemical
93,5,2.0,chemical
94,102,1.0,chemical
94,105,2.0,chemical
94,115,1.0,chemical
94,13,1.0,chemical
94,142,1.0,chemical
94,217,1.0,chemical
94,236,1.0,chemical
94,26,1.0,chemical
94,37,1.0,chemical
94,4,2.0,chemical
94,44,4.0,chemical
94,45,5.0,chemical
94,48,1.0,chemical
94,49,3.0,chemical
94,66,1.0,chemical
94,72,1.0,chemical
94,79,2.0,chemical
94,87,2.0,chemical
95,191,1.0,chemical
96,120,2.0,chemical
96,126,2.0,chemical
96,13,5.0,chemical
96,143,7.0,chemical
96,173,2.0,chemical
96,199,1.0,chemical
96,205,1.0,chemical
96,208,4.0,chemical
96,241,1.0,chemical
96,242,1.0,chemical
96,62,1.0,chemical
96,64,1.0,chemical
96,68,1.0,chemical
96,73,1.0,chemical
97,45,1.0,chemical
97,61,1.0,chemical
97,98,1.0,chemical
98,167,2.0,chemical
98,222,1.0,chemical
98,228,1.0,chemical
98,45,29.0,chemical
99,119,4.0,chemical
99,120,1.0,chemical
99,126,2.0,chemical
99,146,1.0,chemical
99,173,4.0,chemical
99,187,1.0,chemical
99,192,1.0,chemical
99,199,1.0,chemical
99,203,1.0,chemical
99,207,1.0,chemical
99,208,1.0,chemical
99,3,2.0,chemical
99,4,4.0,chemical
99,85,4.0,chemical
99,87,1.0,chemical
